Coin 	BuyDate 	CloseDate 	Quantity 	BuyPrice 	SellPrice 	Spent USDT 	Gained USDT 	ProfitUSDT 	Profit 	ChannelName 	SellReason 	dBTC 	d24BTC 	dMarket 	dM24 	bvsv 	dBTC5m 	Pump1H 	Dump1H 	d24h 	d3h 	d1h 	d15m 	d5m 	d1m 	dBTC1m 	PriceBug 	Vd1m 	H. Vol 	D. Vol
TLM 	2022-03-28 20:55:02 	2022-03-28 20:58:02 	759.0 \ 759.0 	0.13170000 	0.13210000 	5.00001421 	5.22352453 	0.22 	4.5% 	(strategy <d120s1 M+>) 	Auto Price Down 	0.42 	2.27 	0.25 	2.63 	0.51 	0.77 	3.33 	0.46 	11.81 	7.23 	3.89 	3.41 	1.22 	1.14 	0.27 	0 	8.85 	7.7 m 	107.9 m
GMT 	2022-03-28 20:53:53 	2022-03-28 20:58:38 	47.0 \ 47.0 	1.05658000 	1.05922000 	2.48395619 	2.56825915 	0.08 	3.4% 	(strategy <d120s1.5 M+>) 	Auto Price Down 	0.71 	2.55 	0.42 	2.78 	0.5 	0.77 	1 	2.13 	46.48 	9.01 	3.32 	2.76 	1.82 	1.82 	0.22 	0 	1.2 	97.3 m 	2064.9 m
GMT 	2022-03-28 20:53:51 	2022-03-28 20:59:34 	95.0 \ 95.0 	1.05749000 	1.05960000 	5.02508673 	5.14508731 	0.12 	2.4% 	(strategy <d150s1 M+>) 	Auto Price Down 	0.79 	2.62 	0.43 	2.78 	1.19 	0.77 	0.79 	2.29 	46.48 	9.01 	3.32 	2.49 	1.72 	1.72 	0.5 	0 	1.13 	97.3 m 	2064.9 m
GMT 	2022-03-28 20:53:51 	2022-03-28 20:59:35 	95.0 \ 95.0 	1.05749000 	1.05991000 	5.02508673 	5.17452553 	0.15 	3.0% 	(strategy <d150s1.2 M+>) 	Auto Price Down 	0.71 	2.55 	0.42 	2.78 	1.12 	0.77 	0.79 	2.29 	46.48 	9.01 	3.32 	2.49 	1.72 	1.72 	0.47 	0 	1.13 	97.3 m 	2064.9 m
GMT 	2022-03-28 20:53:51 	2022-03-28 20:59:34 	95.0 \ 95.0 	1.05749000 	1.05960000 	5.02508673 	5.14508731 	0.12 	2.4% 	(strategy <d120s1 M+>) 	Auto Price Down 	0.76 	2.59 	0.44 	2.79 	4.15 	0.77 	0.79 	2.29 	46.48 	9.01 	3.32 	2.49 	1.72 	1.72 	0.51 	0 	1.13 	97.3 m 	2064.9 m
GMT 	2022-03-28 20:53:51 	2022-03-28 20:59:34 	95.0 \ 95.0 	1.05749000 	1.05960000 	5.02508673 	5.14508731 	0.12 	2.4% 	(strategy <d180s1 M+>) 	Auto Price Down 	0.75 	2.59 	0.43 	2.78 	1.27 	0.77 	0.79 	2.29 	46.48 	9.01 	3.32 	2.49 	1.72 	1.72 	0.5 	0 	1.13 	97.3 m 	2064.9 m
GMT 	2022-03-28 20:53:51 	2022-03-28 20:59:35 	95.0 \ 95.0 	1.05749000 	1.05991000 	5.02508673 	5.17452553 	0.15 	3.0% 	(strategy <d180s1.2 M+>) 	Auto Price Down 	0.7 	2.54 	0.42 	2.78 	1.14 	0.77 	0.79 	2.29 	46.48 	9.01 	3.32 	2.49 	1.72 	1.72 	0.47 	0 	1.13 	97.3 m 	2064.9 m
GMT 	2022-03-28 20:53:51 	2022-03-28 20:59:35 	95.0 \ 95.0 	1.05749000 	1.05991000 	5.02508673 	5.17452553 	0.15 	3.0% 	(strategy <d120s1.2 M+>) 	Auto Price Down 	0.72 	2.56 	0.44 	2.79 	0.58 	0.77 	0.79 	2.29 	46.48 	9.01 	3.32 	2.45 	1.72 	1.72 	0.47 	0 	1.13 	97.3 m 	2064.9 m
TLM 	2022-03-28 20:51:33 	2022-03-28 20:53:34 	759.0 \ 759.0 	0.13180000 	0.13240000 	5.00381072 	5.37899960 	0.38 	7.5% 	(strategy <d180s1.2 M+>) 	Auto Price Down 	0.64 	2.45 	0.34 	2.67 	0.21 	0.59 	3.17 	0.62 	11.81 	7.23 	3.89 	3.41 	3.33 	0.68 	0.14 	0 	7.18 	7.7 m 	107.9 m
TLM 	2022-03-28 20:51:31 	2022-03-28 20:53:34 	759.0 \ 759.0 	0.13180000 	0.13240000 	5.00381072 	5.37899960 	0.38 	7.5% 	(strategy <d150s1.2 M+>) 	Auto Price Down 	0.63 	2.44 	0.34 	2.67 	0.25 	0.59 	3.17 	0.62 	11.81 	7.23 	3.89 	3.41 	3.33 	0.68 	0.16 	0 	7.27 	7.7 m 	107.9 m
TLM 	2022-03-28 20:51:15 	2022-03-28 20:53:45 	757.0 \ 757.0 	0.13210000 	0.13260000 	5.00198499 	5.30033383 	0.3 	6.0% 	(strategy <d180s1 M+>) 	Auto Price Down 	0.65 	2.45 	0.35 	2.67 	0.31 	0.59 	3.29 	0.5 	11.81 	7.23 	3.89 	3.41 	3.33 	0.63 	0.16 	0 	7.7 	7.7 m 	107.9 m
TLM 	2022-03-28 20:51:12 	2022-03-28 20:53:44 	757.0 \ 757.0 	0.13210000 	0.13250000 	5.00198499 	5.22466411 	0.22 	4.5% 	(strategy <d150s1 M+>) 	Auto Price Down 	0.67 	2.48 	0.35 	2.67 	0.29 	0.59 	3.29 	0.5 	11.81 	7.23 	3.89 	3.41 	3.34 	0.68 	0.16 	0 	7.84 	7.7 m 	107.9 m
TLM 	2022-03-28 20:51:10 	2022-03-28 20:53:41 	757.0 \ 757.0 	0.13210000 	0.13250000 	5.00198499 	5.22466411 	0.22 	4.5% 	(strategy <d120s1 M+>) 	Auto Price Down 	0.67 	2.47 	0.35 	2.67 	0.33 	0.59 	3.29 	0.5 	11.81 	7.23 	3.81 	3.41 	3.36 	0.68 	0.16 	0 	8.45 	7.7 m 	107.9 m
GMT 	2022-03-28 20:26:21 	2022-03-28 20:30:08 	93.0 \ 93.0 	1.07410000 	1.07709000 	4.99656283 	5.19460856 	0.2 	4.0% 	(strategy <d180s1 M+>) 	Auto Price Down 	0.28 	1.99 	0.32 	2.52 	0.66 	0.31 	2.5 	0.86 	46.48 	9.01 	3.58 	1.33 	1.25 	0.5 	0.32 	0 	0.31 	111.4 m 	2022.1 m
GMT 	2022-03-28 20:26:06 	2022-03-28 20:30:08 	93.0 \ 93.0 	1.07440000 	1.07685000 	4.99795838 	5.14578188 	0.15 	3.0% 	(strategy <d150s1 M+>) 	Auto Price Down 	0.27 	1.98 	0.28 	2.46 	0.52 	0.28 	2.5 	0.86 	46.48 	9.01 	3.58 	1.5 	1.25 	0.69 	0.28 	0 	0.36 	111.4 m 	2022.1 m
GMT 	2022-03-28 20:26:01 	2022-03-28 20:30:09 	93.0 \ 93.0 	1.07472000 	1.07717000 	4.99944698 	5.14724667 	0.15 	3.0% 	(strategy <d120s1 M+>) 	Auto Price Down 	0.2 	1.91 	0.25 	2.44 	0.46 	0.27 	2.5 	0.86 	46.48 	9.01 	3.58 	1.5 	1.25 	0.7 	0.21 	0 	0.36 	111.4 m 	2022.1 m
SXP 	2022-03-28 20:12:43 	2022-03-28 20:20:06 	56.4 \ 56.4 	1.77440000 	1.75520000 	5.00480876 	3.88211487 	-1.12 	-22.4% 	(strategy <d180s1 M+>) 	StopLoss AutoActivated on price drop: BID = 1.7552 BidEMA: 1.7552 LastPrice = 1.7569 BuyPrice = 1.7744 (strategy <d180s1 M+>); StopLoss fixed: 1.7602 AllowedDrop: BUY -14.0% spread 	0.18 	1.81 	0.25 	2.39 	0.43 	0.15 	3.48 	0.41 	10.38 	5.63 	4.08 	2.13 	1.13 	0.61 	0.07 	0 	0.56 	8.0 m 	87.6 m
WAVES 	2022-03-28 19:51:02 	2022-03-28 20:02:21 	2.6 \ 2.6 	38.41800000 	38.49500000 	4.99533887 	5.15554411 	0.16 	3.2% 	(strategy <d180s1 M+>) 	Auto Price Down 	0.26 	1.89 	0.43 	2.44 	0.56 	0.16 	0.86 	1.04 	23.72 	10.37 	2.09 	1.29 	1.13 	0.42 	0.06 	0 	0.22 	44.9 m 	588.3 m
SKL 	2022-03-28 19:44:19 	2022-03-28 19:52:16 	543.0 \ 543.0 	0.18409000 	0.18446000 	4.99904311 	5.15992858 	0.16 	3.2% 	(strategy <d180s1 M+>) 	Auto Price Down 	0.16 	1.82 	0.33 	2.3 	0.2 	0.22 	2.77 	0.43 	14.75 	8.18 	3.21 	1.8 	1.22 	1.22 	0.07 	0 	2.36 	3.7 m 	53.8 m
SKL 	2022-03-28 19:44:13 	2022-03-28 19:52:16 	543.0 \ 543.0 	0.18409000 	0.18446000 	4.99904311 	5.15992858 	0.16 	3.2% 	(strategy <d120s1 M+>) 	Auto Price Down 	0.16 	1.82 	0.33 	2.3 	0.3 	0.22 	2.77 	0.43 	14.75 	8.18 	3.21 	1.8 	1.22 	1.22 	0.07 	0 	2.53 	3.7 m 	53.8 m
SKL 	2022-03-28 19:44:13 	2022-03-28 19:52:16 	543.0 \ 543.0 	0.18409000 	0.18446000 	4.99904311 	5.15992858 	0.16 	3.2% 	(strategy <d150s1 M+>) 	Auto Price Down 	0.16 	1.82 	0.33 	2.3 	0.21 	0.22 	2.77 	0.43 	14.75 	8.18 	3.21 	1.8 	1.22 	1.22 	0.07 	0 	2.53 	3.7 m 	53.8 m
NEAR 	2022-03-28 19:20:48 	2022-03-28 19:21:57 	8.0 \ 8.0 	12.99200000 	13.06000000 	5.19783936 	5.70015616 	0.5 	9.7% 	(strategy <d180s1 M+>) 	Auto Price Down 	-0.14 	1.51 	0.06 	1.88 	1.43 	0.15 	1.17 	1.02 	7.43 	3.51 	2.23 	1.74 	1.76 	1.69 	0.06 	0 	14.16 	24.3 m 	381.8 m
NEAR 	2022-03-28 19:20:38 	2022-03-28 19:21:57 	8.0 \ 8.0 	12.99200000 	13.06000000 	5.19783936 	5.70015616 	0.5 	9.7% 	(strategy <d150s1 M+>) 	Auto Price Down 	-0.14 	1.51 	0.06 	1.88 	1.06 	0.15 	1.17 	1.02 	7.43 	3.51 	2.23 	1.74 	1.76 	1.72 	0.06 	0 	12.95 	24.3 m 	381.8 m
NEAR 	2022-03-28 19:20:36 	2022-03-28 19:21:57 	8.0 \ 8.0 	12.99200000 	13.06000000 	5.19783936 	5.70015616 	0.5 	9.7% 	(strategy <d120s1 M+>) 	Auto Price Down 	-0.14 	1.51 	0.06 	1.88 	0.4 	0.15 	1.17 	1.02 	7.43 	3.51 	2.09 	1.74 	1.34 	1.31 	0.06 	0 	12.02 	24.3 m 	381.8 m
PEOPLE 	2022-03-28 19:13:01 	2022-03-28 19:27:31 	1133.0 \ 1133.0 	0.08829000 	0.08748000 	5.00262883 	4.04506934 	-0.96 	-19.1% 	(strategy <d150s1.2 M+>) 	StopLoss AutoActivated on price drop: BID = 0.08748 BidEMA: 0.08748 LastPrice = 0.08750 BuyPrice = 0.08829 (strategy <d150s1.2 M+>); StopLoss fixed: 0.08758 AllowedDrop: BUY -14.0% 	-0.13 	1.6 	0.02 	1.94 	1.18 	0.13 	9.59 	2.34 	18.62 	12.36 	12.36 	3.51 	1.62 	1.61 	0.07 	0 	5.82 	53.7 m 	250.4 m
PEOPLE 	2022-03-28 19:13:01 	2022-03-28 19:27:31 	1133.0 \ 1133.0 	0.08829000 	0.08748000 	5.00262883 	4.04506934 	-0.96 	-19.1% 	(strategy <d150s1 M+>) 	StopLoss AutoActivated on price drop: BID = 0.08748 BidEMA: 0.08748 LastPrice = 0.08750 BuyPrice = 0.08829 (strategy <d150s1 M+>); StopLoss fixed: 0.08758 AllowedDrop: BUY -14.0% s 	-0.13 	1.6 	0.02 	1.94 	0.64 	0.13 	9.59 	2.34 	18.62 	12.36 	12.36 	3.51 	1.62 	1.61 	0.07 	0 	5.82 	53.7 m 	250.4 m
PEOPLE 	2022-03-28 19:13:00 	2022-03-28 19:27:31 	1133.0 \ 1133.0 	0.08829000 	0.08748000 	5.00262883 	4.04506934 	-0.96 	-19.1% 	(strategy <d180s1 M+>) 	StopLoss AutoActivated on price drop: BID = 0.08748 BidEMA: 0.08748 LastPrice = 0.08750 BuyPrice = 0.08829 (strategy <d180s1 M+>); StopLoss fixed: 0.08758 AllowedDrop: BUY -14.0% s 	-0.13 	1.6 	0.01 	1.93 	2.02 	0.13 	9.59 	2.34 	18.62 	12.36 	12.36 	3.51 	1.62 	1.58 	0.07 	0 	5.77 	53.7 m 	250.4 m
SKL 	2022-03-28 19:12:42 	2022-03-28 19:21:43 	546.0 \ 546.0 	0.18328000 	0.18365000 	5.00454471 	5.16649595 	0.16 	3.2% 	(strategy <d150s1 M+>) 	Auto Price Down 	-0.12 	1.61 	0.05 	1.98 	0.2 	0.13 	6.49 	1.45 	13.74 	8.06 	8.06 	2.77 	1.65 	1.16 	0.07 	0 	2.74 	5.6 m 	52.1 m
PEOPLE 	2022-03-28 19:12:33 	2022-03-28 19:27:31 	1133.0 \ 1133.0 	0.08829000 	0.08748000 	5.00262883 	4.04506934 	-0.96 	-19.1% 	(strategy <d120s1.2 M+>) 	StopLoss AutoActivated on price drop: BID = 0.08748 BidEMA: 0.08748 LastPrice = 0.08750 BuyPrice = 0.08829 (strategy <d120s1.2 M+>); StopLoss fixed: 0.08758 AllowedDrop: BUY -14.0% 	-0.13 	1.6 	0.02 	1.94 	0.49 	0.13 	9.59 	2.34 	18.62 	12.36 	12.36 	3.51 	1.62 	1.61 	0.07 	0 	5.63 	53.7 m 	250.4 m
PEOPLE 	2022-03-28 19:12:31 	2022-03-28 19:16:53 	1129.0 \ 1129.0 	0.08861000 	0.08740000 	5.00303491 	3.59720185 	-1.41 	-28.1% 	(strategy <d120s1 M+>) 	StopLoss AutoActivated on price drop: BID = 0.08740 BidEMA: 0.08740 LastPrice = 0.08741 BuyPrice = 0.08861 (strategy <d120s1 M+>); StopLoss fixed: 0.08755 AllowedDrop: BUY -15.0% s 	-0.13 	1.6 	0.01 	1.95 	0.38 	0.13 	9.59 	2.34 	18.62 	12.36 	12.36 	3.51 	1.15 	1.12 	0.07 	0 	4.21 	53.7 m 	250.4 m
SKL 	2022-03-28 19:12:29 	2022-03-28 19:21:43 	546.0 \ 546.0 	0.18328000 	0.18365000 	5.00454471 	5.16649595 	0.16 	3.2% 	(strategy <d180s1 M+>) 	Auto Price Down 	-0.12 	1.61 	0.05 	1.98 	0.16 	0.13 	6.49 	1.45 	13.74 	8.06 	8.06 	2.77 	1.65 	1.16 	0.07 	0 	3.12 	5.6 m 	52.1 m
SKL 	2022-03-28 19:12:23 	2022-03-28 19:21:43 	546.0 \ 546.0 	0.18328000 	0.18365000 	5.00454471 	5.16649595 	0.16 	3.2% 	(strategy <d120s1 M+>) 	Auto Price Down 	-0.12 	1.61 	0.05 	1.98 	0.21 	0.13 	6.49 	1.45 	13.74 	8.06 	8.06 	2.77 	1.65 	1.14 	0.07 	0 	3.09 	5.6 m 	52.1 m
MASK 	2022-03-28 19:00:55 	2022-03-28 19:08:25 	18.0 \ 18.0 	5.68400000 	5.69500000 	5.11662312 	5.27365872 	0.16 	3.1% 	(strategy <d180s1 M+>) 	Auto Price Down 	-0.1 	1.69 	0.03 	2.08 	1.08 	0.25 	3.37 	0.82 	13.37 	4.5 	4.38 	1.58 	1.13 	0.69 	0.1 	0 	3.25 	3.2 m 	47.8 m
PEOPLE 	2022-03-28 19:00:48 	2022-03-28 19:02:54 	1152.0 \ 1152.0 	0.08677000 	0.08724000 	4.99895159 	5.50029969 	0.5 	10.0% 	(strategy <d180s1.2 M+>) 	Auto Price Down 	-0.11 	1.68 	0.09 	2.12 	0.51 	0.24 	7.9 	2.18 	16.75 	10.59 	10.59 	2.33 	1.86 	0.76 	0.09 	0 	2.96 	40.5 m 	237.4 m
MASK 	2022-03-28 19:00:37 	2022-03-28 19:08:25 	18.0 \ 18.0 	5.68400000 	5.69500000 	5.11662312 	5.27365872 	0.16 	3.1% 	(strategy <d150s1 M+>) 	Auto Price Down 	-0.12 	1.67 	0.09 	2.12 	1.08 	0.25 	3.37 	0.82 	13.37 	4.5 	4.38 	1.58 	1.13 	0.69 	0.1 	0 	2.55 	3.2 m 	47.8 m
PEOPLE 	2022-03-28 19:00:31 	2022-03-28 19:02:52 	1152.0 \ 1152.0 	0.08677000 	0.08720000 	4.99895159 	5.45422890 	0.46 	9.1% 	(strategy <d150s1.2 M+>) 	Auto Price Down 	-0.09 	1.71 	0.09 	2.14 	0.22 	0.23 	7.9 	2.18 	16.75 	10.59 	10.31 	2.48 	1.86 	0.62 	0.09 	0 	2.18 	40.5 m 	237.4 m
PEOPLE 	2022-03-28 19:00:29 	2022-03-28 19:02:55 	1150.0 \ 1150.0 	0.08694000 	0.08737000 	5.00004981 	5.45445851 	0.45 	9.1% 	(strategy <d120s1.2 M+>) 	Auto Price Down 	-0.09 	1.71 	0.09 	2.14 	0.41 	0.23 	7.9 	2.18 	16.75 	10.59 	10.31 	2.48 	1.86 	0.46 	0.09 	0 	1.77 	40.5 m 	237.4 m
PEOPLE 	2022-03-28 18:59:21 	2022-03-28 19:02:55 	1149.0 \ 1149.0 	0.08705000 	0.08731000 	5.00202270 	5.26069478 	0.26 	5.2% 	(strategy <d150s1 M+>) 	Auto Price Down 	-0.01 	1.8 	0.17 	2.17 	1.19 	0.16 	8.37 	1.75 	16.46 	10.32 	10.31 	2.48 	1.86 	1.35 	0.11 	0 	4.48 	34.6 m 	229.7 m
PEOPLE 	2022-03-28 18:59:21 	2022-03-28 19:02:55 	1149.0 \ 1149.0 	0.08705000 	0.08731000 	5.00202270 	5.26069478 	0.26 	5.2% 	(strategy <d180s1 M+>) 	Auto Price Down 	-0.02 	1.79 	0.18 	2.18 	1.5 	0.16 	8.28 	1.83 	16.46 	10.32 	10.31 	2.48 	1.86 	1.22 	0.08 	0 	4.48 	34.6 m 	229.7 m
PEOPLE 	2022-03-28 18:59:04 	2022-03-28 19:02:55 	1149.0 \ 1149.0 	0.08705000 	0.08731000 	5.00202270 	5.26069478 	0.26 	5.2% 	(strategy <d120s1 M+>) 	Auto Price Down 	0 	1.81 	0.17 	2.17 	0.33 	0.16 	8.37 	1.75 	16.46 	10.32 	10.31 	2.48 	1.86 	1.35 	0.11 	0 	5.62 	34.6 m 	229.7 m
SRM 	2022-03-28 18:59:00 	2022-03-28 19:00:16 	30.0 \ 30.0 	3.29500000 	3.31200000 	4.94348850 	5.41384650 	0.47 	9.5% 	(strategy <d180s1 M+>) 	Auto Price Down 	0.01 	1.81 	0.17 	2.17 	1.85 	0.16 	5.58 	0.6 	14.17 	6.24 	6.22 	2.12 	1.4 	0.58 	0.11 	0.02 	1.67 	11.2 m 	107.3 m
SRM 	2022-03-28 18:58:58 	2022-03-28 19:00:16 	30.0 \ 30.0 	3.29500000 	3.31200000 	4.94348850 	5.41384650 	0.47 	9.5% 	(strategy <d150s1 M+>) 	Auto Price Down 	0 	1.81 	0.17 	2.17 	1.83 	0.16 	5.58 	0.6 	14.17 	6.24 	6.22 	2.12 	1.4 	0.55 	0.11 	0.02 	1.7 	11.2 m 	107.3 m
SRM 	2022-03-28 18:58:56 	2022-03-28 19:00:17 	30.0 \ 30.0 	3.29700000 	3.31400000 	4.94648910 	5.41682310 	0.47 	9.5% 	(strategy <d120s1 M+>) 	Auto Price Down 	0 	1.81 	0.12 	2.18 	1.85 	0.16 	5.58 	0.6 	14.17 	6.24 	6.22 	2.12 	1.4 	0.58 	0.11 	0.02 	1.78 	11.2 m 	107.3 m
SRM 	2022-03-28 18:51:43 	2022-03-28 18:53:28 	31.0 \ 31.0 	3.26400000 	3.27900000 	5.06021184 	5.48464524 	0.42 	8.4% 	(strategy <d180s1 M+>) 	Auto Price Down 	0.08 	1.94 	0.4 	2.42 	0.47 	0.15 	4 	1.17 	13.36 	5.23 	5.23 	2.31 	1.1 	0.55 	0.06 	0.02 	2.12 	8.2 m 	104.2 m
PEOPLE 	2022-03-28 18:45:36 	2022-03-28 18:46:04 	582.0 \ 582.0 	0.08589000 	0.08649000 	2.49989888 	2.82903385 	0.33 	13.2% 	(strategy <d120s1.5 M+>) 	Sell Price 	0 	1.86 	0.11 	2.13 	0.31 	0.18 	6.55 	3.23 	13.46 	10.13 	10.11 	7.49 	2.53 	1.14 	0.08 	0 	5.17 	15.8 m 	210.3 m
PEOPLE 	2022-03-28 18:44:50 	2022-03-28 18:46:11 	579.0 \ 579.0 	0.08629000 	0.08682000 	2.49859512 	2.78541898 	0.29 	11.5% 	(strategy <d180s1.5 M+>) 	Auto Price Down 	0.04 	1.9 	0.19 	2.23 	0.22 	0.18 	6.63 	3.16 	13.46 	10.13 	10.11 	7.99 	2.04 	1.12 	0.04 	0 	4.34 	15.8 m 	210.3 m
PEOPLE 	2022-03-28 18:44:46 	2022-03-28 18:46:12 	579.0 \ 579.0 	0.08639000 	0.08692000 	2.50149070 	2.78829140 	0.29 	11.5% 	(strategy <d150s1.5 M+>) 	Auto Price Down 	0.05 	1.91 	0.21 	2.24 	0.39 	0.18 	6.63 	3.16 	13.46 	10.13 	10.11 	7.99 	2.04 	1 	0.04 	0 	4.09 	15.8 m 	210.3 m
PEOPLE 	2022-03-28 18:44:24 	2022-03-28 18:47:51 	1154.0 \ 1154.0 	0.08665000 	0.08704000 	5.00070494 	5.41067729 	0.41 	8.2% 	(strategy <d180s1.2 M+>) 	Auto Price Down 	0 	1.92 	0.2 	2.22 	0.5 	0.18 	6.75 	3.05 	13.46 	10.13 	10.11 	7.99 	2.2 	0.7 	0.05 	0 	4.28 	15.8 m 	210.3 m
PEOPLE 	2022-03-28 18:44:22 	2022-03-28 18:47:55 	1153.0 \ 1153.0 	0.08670000 	0.08709000 	4.99925465 	5.40884868 	0.41 	8.2% 	(strategy <d150s1.2 M+>) 	Auto Price Down 	0 	1.92 	0.2 	2.22 	0.74 	0.18 	6.75 	3.05 	13.46 	10.13 	10.11 	7.99 	2.2 	0.65 	0.05 	0 	4.28 	15.8 m 	210.3 m
PEOPLE 	2022-03-28 18:44:20 	2022-03-28 18:48:06 	1153.0 \ 1153.0 	0.08674000 	0.08709000 	5.00156111 	5.36502591 	0.36 	7.3% 	(strategy <d120s1.2 M+>) 	Auto Price Down 	0.03 	1.95 	0.14 	2.18 	0.91 	0.18 	6.85 	2.96 	13.46 	10.13 	10.11 	7.99 	2.7 	1.43 	0.06 	0 	4.22 	15.8 m 	210.3 m
PEOPLE 	2022-03-28 18:43:00 	2022-03-28 18:47:54 	1151.0 \ 1151.0 	0.08689000 	0.08707000 	5.00151960 	5.16865401 	0.17 	3.3% 	(strategy <d180s1 M+>) 	Auto Price Down 	0.07 	1.98 	0.12 	2.18 	0.96 	0.18 	6.93 	2.89 	13.46 	10.13 	10.11 	7.99 	2.7 	1.27 	0.06 	0 	7.88 	15.8 m 	210.3 m
PEOPLE 	2022-03-28 18:42:56 	2022-03-28 18:47:54 	1151.0 \ 1151.0 	0.08689000 	0.08707000 	5.00151960 	5.16865401 	0.17 	3.3% 	(strategy <d150s1 M+>) 	Auto Price Down 	0.03 	1.95 	0.14 	2.19 	0.6 	0.18 	6.93 	2.89 	13.46 	10.13 	10.11 	7.99 	2.89 	1.27 	0.09 	0 	7.7 	15.8 m 	210.3 m
PEOPLE 	2022-03-28 18:42:50 	2022-03-28 18:47:54 	1151.0 \ 1151.0 	0.08689000 	0.08706000 	5.00151960 	5.15714631 	0.16 	3.1% 	(strategy <d120s1 M+>) 	Auto Price Down 	0.03 	1.95 	0.14 	2.19 	0.43 	0.18 	6.93 	2.89 	13.46 	10.13 	10.11 	7.99 	3.19 	1.27 	0.09 	0 	7.86 	15.8 m 	210.3 m
PEOPLE 	2022-03-28 18:39:15 	2022-03-28 18:39:25 	1166.0 \ 1166.0 	0.08573000 	0.08623000 	4.99905861 	5.54195754 	0.54 	10.9% 	(strategy <d180s1 M+>) 	Sell Price 	0.03 	1.95 	0.07 	2.18 	0.89 	0.2 	5.74 	2.72 	13.46 	8.7 	8.7 	7.02 	4.7 	1.4 	0.08 	0 	7.1 	15.8 m 	210.3 m
PEOPLE 	2022-03-28 18:39:09 	2022-03-28 18:39:25 	1166.0 \ 1166.0 	0.08573000 	0.08623000 	4.99905861 	5.54195754 	0.54 	10.9% 	(strategy <d150s1 M+>) 	Sell Price 	0.04 	1.95 	0.07 	2.18 	0.31 	0.21 	5.59 	2.86 	13.46 	8.7 	8.7 	7.02 	4.7 	1.4 	0.07 	0 	9.12 	15.8 m 	210.3 m
PEOPLE 	2022-03-28 18:39:06 	2022-03-28 18:39:25 	1166.0 \ 1166.0 	0.08573000 	0.08623000 	4.99905861 	5.54195754 	0.54 	10.9% 	(strategy <d120s1 M+>) 	Sell Price 	0.04 	1.96 	0.15 	2.2 	0.27 	0.21 	5.59 	2.86 	13.46 	8.7 	8.7 	7.02 	4.7 	1.4 	0.07 	0 	10.43 	15.8 m 	210.3 m
GMT 	2022-03-28 18:09:05 	2022-03-28 18:09:53 	97.0 \ 97.0 	1.02791000 	1.03387000 	4.98636057 	5.52448204 	0.54 	10.8% 	(strategy <d180s1 M+>) 	Sell Price 	-0.15 	2.09 	0.02 	2.59 	0.42 	0.18 	2.33 	1.92 	45.03 	8.71 	4.34 	2.16 	2 	0.5 	0.12 	0 	0.25 	73.1 m 	1700.5 m
GMT 	2022-03-28 18:09:02 	2022-03-28 18:09:53 	97.0 \ 97.0 	1.02872000 	1.03469000 	4.99028986 	5.52934970 	0.54 	10.8% 	(strategy <d150s1 M+>) 	Sell Price 	-0.15 	2.1 	0.02 	2.59 	0.57 	0.19 	2.33 	1.92 	45.03 	8.71 	4.34 	2.23 	2 	0.51 	0.12 	0 	0.26 	73.1 m 	1700.5 m
RUNE 	2022-03-28 17:27:40 	2022-03-28 17:36:27 	10.0 \ 10.0 	10.49200000 	10.35800000 	5.24704920 	3.86534920 	-1.38 	-26.3% 	(strategy <d180s1 M+>) 	StopLoss AutoActivated on price drop: BID = 10.358 BidEMA: 10.358 LastPrice = 10.359 BuyPrice = 10.492 (strategy <d180s1 M+>); StopLoss fixed: 10.366 AllowedDrop: BUY -15.0% spread 	0.1 	2.6 	0.17 	3.38 	0.53 	0.51 	0.97 	0.13 	9.11 	1.99 	1.11 	1.03 	1.04 	0.19 	0.13 	0 	1.07 	6.7 m 	254.8 m
RUNE 	2022-03-28 17:27:29 	2022-03-28 17:33:44 	10.0 \ 10.0 	10.49200000 	10.40400000 	5.24704920 	4.32525720 	-0.92 	-17.6% 	(strategy <d150s1 M+>) 	StopLoss AutoActivated on price drop: BID = 10.404 BidEMA: 10.404 LastPrice = 10.404 BuyPrice = 10.492 (strategy <d150s1 M+>); StopLoss fixed: 10.408 AllowedDrop: BUY -14.0% spread 	0.11 	2.61 	0.23 	3.4 	0.28 	0.51 	0.97 	0.13 	9.11 	1.99 	1.11 	1.03 	1.03 	0.19 	0.11 	0 	1.08 	6.7 m 	254.8 m
ZIL 	2022-03-28 17:26:16 	2022-03-28 17:35:18 	937.0 \ 937.0 	0.10675000 	0.10582000 	5.00223775 	4.09099213 	-0.91 	-18.2% 	(strategy <d180s1 M+>) 	StopLoss AutoActivated on price drop: BID = 0.1058 BidEMA: 0.1058 LastPrice = 0.1058 BuyPrice = 0.1068 (strategy <d180s1 M+>); StopLoss fixed: 0.1059 AllowedDrop: BUY -14.0% spread 	0.09 	2.59 	0.18 	3.41 	0.77 	0.51 	2.33 	0.16 	19.85 	7.15 	3.67 	1.03 	1.12 	0.23 	0.64 	0 	0.26 	55.0 m 	2468.7 m
DGB 	2022-03-28 17:14:58 	2022-03-28 17:17:29 	2794.0 \ 2794.0 	0.03579000 	0.03593000 	5.00086297 	5.35194584 	0.35 	7.0% 	(strategy <d180s1 M+>) 	Auto Price Down 	0.39 	2.84 	0.4 	3.47 	0.33 	0.71 	1.79 	0.52 	52.4 	10.33 	2.32 	1.37 	1.12 	0.53 	0.1 	0 	0.27 	13.7 m 	725.0 m
